primary_asset_contracts_address,primary_asset_contracts_asset_contract_type,primary_asset_contracts_created_date,primary_asset_contracts_name,primary_asset_contracts_nft_version,primary_asset_contracts_owner,primary_asset_contracts_schema_name,primary_asset_contracts_symbol,primary_asset_contracts_total_supply,primary_asset_contracts_description,primary_asset_contracts_dev_seller_fee_basis_points,primary_asset_contracts_seller_fee_basis_points,primary_asset_contracts_payout_address,stats_one_day_volume,stats_one_day_change,stats_one_day_sales,stats_one_day_average_price,stats_seven_day_volume,stats_seven_day_change,stats_seven_day_sales,stats_seven_day_average_price,stats_thirty_day_volume,stats_thirty_day_change,stats_thirty_day_sales,stats_thirty_day_average_price,stats_total_volume,stats_total_sales,stats_total_supply,stats_count,stats_num_owners,stats_average_price,stats_market_cap,stats_floor_price,slug,stats_time,created_date,description,display_data_card_display_style,safelist_request_status,name,telegram_url,twitter_username,instagram_username,discord_url,medium_username,external_url
0x0527db4b6522d275620191b4695ffb65a8ede02a,non-fungible,2022-02-20T15:50:51.607784,Metagreys 2,3,59763375,ERC721,MG2,,"[Minting is LIVE](https://metagreys.io) 

The MetaGreys V2 NFT project is a collection of 500 unique Aliens who need your help escaping Area 51��������� these digital collectibles are living on the Ethereum blockchain. Holders receive special giveaways and access to an exclusive community within the metaverse.

Visit www.metagreys.io for more d",1000,1250,0x169ed44e61d704fe373af5e0b4d33a7d55e3c9c6,0.655,2.929214157,4,0.16375,1.0517,0,8,0.1314625,1.0517,0,8,0.1314625,1.0517,8,118,118,69,0.1314625,15.512575,0.2,metagreysofficialv2,"2022-03-06, 09:56:55",2022-02-20T16:10:49.429250,"[Minting is LIVE](https://metagreys.io) 

The MetaGreys V2 NFT project is a collection of 500 unique Aliens who need your help escaping Area 51��������� these digital collectibles are living on the Ethereum blockchain. Holders receive special giveaways and access to an exclusive community within the metaverse.

Visit www.metagreys.io for more d",contain,not_requested,Metagreys V-2,0,0,1,1,0,http://metagreys.io
0x928f072c009727fbad81bbf3aaa885f9fea65fcf,non-fungible,2022-01-03T04:27:27.798829,RooTroop,3,104724872,ERC721,RT,3,"Ever Heard of Tree Kangaroos?

- Web 3.0 & NFT job marketplace
- Kanga-Kademy educational platform
- Staking & tokenomics
- IRL Events
- Exclusive merch
- Discord casino
- Roo alpha chat
- Geocaching
- Scavenger hunts

Come join the Troop!",500,750,0x6c2449518353e7cf273af4502c2bf1b74ed209f7,7.25789999,-0.303143484,31,0.234125806,101.3146562,-0.395903224,527,0.192247925,288.8356515,0.36636596,1940,0.148884356,501.4493231,5118,5503,5503,2169,0.097977593,1057.940329,0.19,roo-troop,"2022-03-06, 09:56:56",2022-01-03T04:27:39.166348,"Ever Heard of Tree Kangaroos?

- Web 3.0 & NFT job marketplace
- Kanga-Kademy educational platform
- Staking & tokenomics
- IRL Events
- Exclusive merch
- Discord casino
- Roo alpha chat
- Geocaching
- Scavenger hunts

Come join the Troop!",contain,approved,Roo Troop,0,0,1,1,0,https://rootroop.com/
0xa3a7d67b14ccca2e94746c62728cd6c13f4601e3,non-fungible,2022-03-04T21:58:05.576000,0xBAKC,3,267789820,ERC721,0xBAKC,0,"0xBAKC is an expansion collection of 9,816 unique doggos bred on the ETH blockchain.

Web: https://bakc-mint.0xmaycnft.xyz
Twitter: https://twitter.com/0xmayc
Discord: https://discord.gg/0xmayc",500,750,0x8641feef38b67f8206945e2ed49021113ecb8aef,2.114886,-0.493997978,87,0.024309034,6.2944859,0,317,0.019856422,6.2944859,0,317,0.019856422,6.2944859,317,5323,5323,1057,0.019856422,105.6957364,0.004,0xbakc,"2022-03-06, 09:56:56",2022-03-04T22:43:15.608628,"0xBAKC is an expansion collection of 9,816 unique doggos bred on the ETH blockchain.

Web: https://bakc-mint.0xmaycnft.xyz
Twitter: https://twitter.com/0xmayc
Discord: https://discord.gg/0xmayc",contain,not_requested,0xBAKC,0,0,0,1,0,https://bakc-mint.0xmaycnft.xyz
0xaa5d0f2e6d008117b16674b0f00b6fca46e3efc4,non-fungible,2021-12-08T23:01:01.337804,On-Chain Monsters,3,,ERC721,OCMOS,0,"## How to get your monster for gas fees only: [onchainmonsters.medium.com](https://onchainmonsters.medium.com/how-to-mint-a-free-on-chain-monster-nft-15184f3b8095)
- **10,000 unique monsters**, randomly generated. 
- Monsters will **persist forever on the Ethereum blockchain**. No website, no IPFS, no APIs.
- **Free to mint** for everybody with a single call to mintMonster.",0,250,,0.026,0,3,0.008666667,0.037,-0.838990426,6,0.006166667,35.01565938,0,800,0.043769574,35.01565938,800,2151,2151,615,0.043769574,13.2645,0.005,on-chain-monsters,"2022-03-06, 09:56:57",2021-12-08T23:33:54.696374,"## How to get your monster for gas fees only: [onchainmonsters.medium.com](https://onchainmonsters.medium.com/how-to-mint-a-free-on-chain-monster-nft-15184f3b8095)
- **10,000 unique monsters**, randomly generated. 
- Monsters will **persist forever on the Ethereum blockchain**. No website, no IPFS, no APIs.
- **Free to mint** for everybody with a single call to mintMonster.",contain,approved,On-Chain Monsters,0,1,0,0,1,https://onchainmonsters.medium.com
0xa0768dc386712ed355f41d56bdbc05bfbb9c797b,non-fungible,2022-01-24T21:01:27.699134,Voiceverse Origins,3,174082845,ERC721,VVO,0,"Voice for the Metaverse. 2nd Gen Voice NFTs each containing an animated Voician with a unique voice.
8,888 Origins enter the Voiceverse to give you unique AI-generated voice models. The AI voice model will be available for use across the metaverse for TTS, real-time communication and to bring life to your collection by animating your other NFTs!
Find your true voice in the Voiceverse.",600,850,0x5a88054986f8fd06743bc6faa402ce349508ce04,1.2895,-0.411219477,16,0.08059375,18.85022,-0.756562054,207,0.091063865,195.5250897,-0.606593712,2031,0.096270354,692.5305915,5590,8888,8888,2734,0.123887405,809.3756298,0.0599,voiceverse-origins-nft,"2022-03-06, 09:56:57",2022-01-24T21:33:07.191797,"Voice for the Metaverse. 2nd Gen Voice NFTs each containing an animated Voician with a unique voice.
8,888 Origins enter the Voiceverse to give you unique AI-generated voice models. The AI voice model will be available for use across the metaverse for TTS, real-time communication and to bring life to your collection by animating your other NFTs!
Find your true voice in the Voiceverse.",contain,approved,Voiceverse - Origins,0,0,1,1,0,https://www.voiceverse.com
0x06fd3999fa72163c6f21f649587e6b6d670cdc8b,non-fungible,2022-02-27T02:44:14.205282,sunnies,3,263220681,ERC721,SUNNIES,0,"the sunnies are a collection of 9,141 randomly generated nfts built from 215+ unique traits. some sunnies are rarer than others, but they all shine equally bright.",600,850,0xad4f2dce29da11289951e41d6c5cb462eb1da577,39.122259,-0.779943838,308,0.127020321,1047.585964,0,9516,0.110086797,1047.585964,0,9516,0.110086797,1047.585964,9516,9141,9141,4702,0.110086797,1006.303415,0.104,thesunniesnft,"2022-03-06, 09:56:58",2022-02-28T03:42:44.842779,"the sunnies are a collection of 9,141 randomly generated nfts built from 215+ unique traits. some sunnies are rarer than others, but they all shine equally bright.",cover,not_requested,the sunnies collection,0,0,0,1,0,http://sunniesnft.com
0x80ab79e5c36351fb5dbe2b35e97f724eca47ae29,non-fungible,2021-11-22T20:51:49.881164,Ballman,3,129499342,ERC721,BALL,,"The BallMan Project is a collection of 6,200 unique digital Non-Fungible Tokens launched on the Ethereum blockchain and handcrafted by Stan Wawrinka AKA Stan The Man.
It���������s the first ever NFT collection endorsed by an OG tennis legend. Dude���������s a beast and his accolades are endless, but as a quick refresh Stan the Man is a 3-time Grand Slam Winner, an Olympic champion and a freaking Davis",1000,1250,0x541d3c1048a6cc523bea661817275c463ade3e2a,2.899,0.797272164,16,0.1811875,20.88786,-0.608394086,144,0.145054583,152.374511,0,995,0.153140212,152.923511,996,6200,6200,2769,0.153537662,899.3384167,0.089,ballmanproject,"2022-03-06, 09:56:58",2021-11-24T15:57:46.804305,"The BallMan Project is a collection of 6,200 unique digital Non-Fungible Tokens launched on the Ethereum blockchain and handcrafted by Stan Wawrinka AKA Stan The Man.
It���������s the first ever NFT collection endorsed by an OG tennis legend. Dude���������s a beast and his accolades are endless, but as a quick refresh Stan the Man is a 3-time Grand Slam Winner, an Olympic champion and a freaking Davis",contain,approved,Ballman project,0,1,1,1,0,https://ballmanproject.io/
0xd22f83e8a1502b1d41c0b40cf64b291a6eabc44d,semi-fungible,2022-01-22T14:39:14.352663,Unidentified contract,,177980391,ERC1155,,,"The OpenDAO Genesis Membership NFT are tokens exclusively mintable by the $veSOS holders.
 
Holding this token entitle the owners access to airdrops, early access to future collections, early access to curated drops and various other benefits. 

As an affirmation of $SOS believers, there are 4 tiers of membership NFTs:

* Tier 1 Disruptor
* Tier 2 Trajectory
* Tier 3 Singularity
* Tier 4 Newton's Cradle

* Project coordinator: [@TheGuild_NFT](https://twitter.com/TheGuild_NFT)
* Visual artist: [@ShinjiAkhirah](https://twitter.com/ShinjiAkhirah)
* Music artist: [@marcotic12](https://twitter.com/marcotic12)
* Special thanks to Jetski: [@ledoluna](https://twitter.com/ledoluna)",500,750,0x578ff4c0ee51bdc90e8acc9990cd09a897ef36ab,1.99529999,-0.500888013,14,0.142521428,29.85657,-0.358345629,156,0.191388269,532.2532134,1.167591235,1557,0.341845352,777.8037604,2211,4,4,3677,0.351788223,0.765553077,0.044,opendao-genesis-membership,"2022-03-06, 09:56:59",2022-01-23T11:01:00.638893,"The OpenDAO Genesis Membership NFT are tokens exclusively mintable by the $veSOS holders.
 
Holding this token entitle the owners access to airdrops, early access to future collections, early access to curated drops and various other benefits. 

As an affirmation of $SOS believers, there are 4 tiers of membership NFTs:

* Tier 1 Disruptor
* Tier 2 Trajectory
* Tier 3 Singularity
* Tier 4 Newton's Cradle

* Project coordinator: [@TheGuild_NFT](https://twitter.com/TheGuild_NFT)
* Visual artist: [@ShinjiAkhirah](https://twitter.com/ShinjiAkhirah)
* Music artist: [@marcotic12](https://twitter.com/marcotic12)
* Special thanks to Jetski: [@ledoluna](https://twitter.com/ledoluna)",cover,approved,OpenDAO Genesis Membership,0,0,0,1,1,https://www.theopendao.com
0x759c55b14190ce6c5a74c15d62cd04a1ad9e49d7,non-fungible,2021-12-06T01:38:06.995675,Shark Boy Fight Club,3,133990571,ERC721,SBFC,0,"As seen on WeBull and Benzinga. 8,888 unique SBFC #NFTs are your only tickets to the FighterVerse. Collect the Shark Boy Fight Club NFT to compete in our TCG game. Matching SBFC VX (coming soon) will be reserved for SBFC owners. 
",1000,1250,0xe1a86437f0f75e8943a7d50867162ee35b4a96c8,2.5386,-0.009210834,18,0.141033333,16.3405,0.08053988,161,0.101493789,58.563593,-0.856368874,598,0.09793243,474.8439792,3419,8851,8851,3126,0.138883878,898.3215248,0.05,sharkboyfightclub,"2022-03-06, 09:56:59",2021-12-06T06:42:13.012183,"As seen on WeBull and Benzinga. 8,888 unique SBFC #NFTs are your only tickets to the FighterVerse. Collect the Shark Boy Fight Club NFT to compete in our TCG game. Matching SBFC VX (coming soon) will be reserved for SBFC owners. 
",cover,approved,Shark Boy Fight Club,0,1,1,1,0,https://sharkboyfightclub.com
0x1d0513111b51fe8e3d6dfce7d63971b6b06df04f,non-fungible,2021-10-28T05:51:01.597669,HomieG,3,91356285,ERC721,HG,0,"Minting is Live! 0.05 ETH.  https://ethereumhomies.com/#mint

Homie Gs is a unique project oriented towards promoting diversity and inclusion within the NFT space. Emerging out of LA, our vision is to create art, promote culture, and progress external resources and learning opportunities pertaining to web3 for communities across the globe representing all walks of life.

Each NFT will contain an equivalent voxel file to be used in the sandbox for no additional cost. See website for details and demo!

Join us on discord at https://discord.com/invite/ethhomies",550,800,0x634eb9300b3d0022ba4d3a492614474531457950,0.4374,1.557894737,13,0.033646154,1.633299,-0.439691595,42,0.038888071,15.3375489,-0.535639352,300,0.051125163,74.5137388,1023,7064,7064,2685,0.072838454,274.7053366,0.03,homieg,"2022-03-06, 09:57:00",2021-10-28T15:43:14.262086,"Minting is Live! 0.05 ETH.  https://ethereumhomies.com/#mint

Homie Gs is a unique project oriented towards promoting diversity and inclusion within the NFT space. Emerging out of LA, our vision is to create art, promote culture, and progress external resources and learning opportunities pertaining to web3 for communities across the globe representing all walks of life.

Each NFT will contain an equivalent voxel file to be used in the sandbox for no additional cost. See website for details and demo!

Join us on discord at https://discord.com/invite/ethhomies",contain,not_requested,Homie Gs,0,1,1,1,0,https://ethereumhomies.com/
0x030d5ffc1f8a64c58a040e0216b96e52c5cbe569,non-fungible,2021-10-22T20:09:18.564532,Baby Ghosts,3,98702673,ERC721,BabyGhosts,100,"#Baby Ghosts is a collection of 10,000 unique NFTs on the Ethereum Blockchain.

Discover our 2022 roadmap : https://babyghosts.com/roadmap.jpg

Join the Baby Ghosts spooky family and get access to a myriad of exclusive events such as NFT claims, raffles, community giveaways and much more!

Discord : https://discord.gg/BabyGhosts

**WE ARE SOLD OUT**",500,750,0xc6170f6662a1f876c5bb33001ff1cecc2770c4fc,0.8525,2.508230453,17,0.050147059,8.65349,1.488640415,83,0.104258916,53.5042169,-0.452620996,716,0.07472656,194.8885738,2860,10000,10000,4059,0.068142858,1042.589157,0.023,babyghosts,"2022-03-06, 09:57:00",2021-10-22T20:09:32.921093,"#Baby Ghosts is a collection of 10,000 unique NFTs on the Ethereum Blockchain.

Discover our 2022 roadmap : https://babyghosts.com/roadmap.jpg

Join the Baby Ghosts spooky family and get access to a myriad of exclusive events such as NFT claims, raffles, community giveaways and much more!

Discord : https://discord.gg/BabyGhosts

**WE ARE SOLD OUT**",cover,approved,Baby Ghosts,0,1,0,1,0,https://babyghosts.com/?utm_source=opensea_official_link
0xaa9ae09510462cebcfdce50cb900fa83f38a23c0,semi-fungible,2021-09-21T03:19:14.611394,Stampu,,81934812,ERC1155,STAMPU,,"Send messages, Stampu NFTs, and $ETH to your Twitter, Discord, NFT, DeFi, Metaverse friends & heroes who made our crypto journey possible
 
Have you thanked them yet?",750,1000,0x71bcfdbda9c0cee9078bca2434adba570915da37,0.9514,-0.494473961,22,0.043245455,32.19048997,-0.393700382,222,0.145002207,122.18463,-0.095541816,631,0.193636498,474.3056023,1988,40,40,1413,0.238584307,5.800088283,0.04,stampu,"2022-03-06, 09:57:01",2021-09-21T05:01:28.659632,"Send messages, Stampu NFTs, and $ETH to your Twitter, Discord, NFT, DeFi, Metaverse friends & heroes who made our crypto journey possible
 
Have you thanked them yet?",contain,approved,Stampu,0,1,0,0,0,https://stampu.xyz
0x628e1ae54610f6c553ec227019526776351cb6d4,semi-fungible,2022-01-27T12:49:45.386236,Unidentified contract,,175826025,ERC1155,,,"**Holders count on is not accurate due to staking**

The Genesis Bloodshed MetaPass is an exclusive collection that is part of the entire Bloodshed Bears ecosystem. There will only ever be 500 Genesis MetaPasses available.

Welcome to the Bloodshed Bears NFT game deployed on the Ethereum Blockchain.

The BloodShed Bears game combines P2E, risk, upgradeable meta and regular faction wars into a unique game experience.

Each Bloodshed Bear is randomly assigned one of two factions upon mint and has a 10% chance of being a 'Elite' which can steal $BLD or reinforcement mints from your rival faction.",750,1000,0x9823f36c34dba0a9d88215f8eb7e6618162ffbb8,1.27699,-0.65672311,5,0.255398,44.7346799,0.741191035,86,0.520170697,134.7903798,0.676015678,247,0.54571004,215.2134818,521,1,1,137,0.4130777,0.520170697,0.26,bloodshedbearsgenesismetapass,"2022-03-06, 09:57:01",2022-01-27T13:03:53.066846,"**Holders count on is not accurate due to staking**

The Genesis Bloodshed MetaPass is an exclusive collection that is part of the entire Bloodshed Bears ecosystem. There will only ever be 500 Genesis MetaPasses available.

Welcome to the Bloodshed Bears NFT game deployed on the Ethereum Blockchain.

The BloodShed Bears game combines P2E, risk, upgradeable meta and regular faction wars into a unique game experience.

Each Bloodshed Bear is randomly assigned one of two factions upon mint and has a 10% chance of being a 'Elite' which can steal $BLD or reinforcement mints from your rival faction.",cover,approved,Bloodshed Bears Genesis MetaPass,0,0,0,0,0,https://www.bloodshedbears.com
0x63511ef6c94e749918718e0ba667724204135fa6,non-fungible,2022-02-11T14:18:19.860681,Street Ape Society,3,246666366,ERC721,SAS,0,"2,270 Street Apes living by their own rules, moving up the social ladder using only one thing. Can you guess it?",500,750,0x1765c650bb7cdd045f81e6f5d00d222c11d5a4fe,0.028,-0.078947368,4,0.007,0.4021,-0.744941326,36,0.011169444,10.896199,0,449,0.024267704,10.896199,449,2270,2270,993,0.024267704,25.35463889,0.00599,streetapesociety,"2022-03-06, 09:57:02",2022-02-11T20:58:37.454613,"2,270 Street Apes living by their own rules, moving up the social ladder using only one thing. Can you guess it?",cover,not_requested,Street Ape Society,0,0,0,1,0,https://www.streetapesociety.com
0x0beed7099af7514ccedf642cfea435731176fb02,non-fungible,2021-12-03T23:06:36.663451,DuskBreakers,3,67478629,ERC721,DUSK,0,"Being a DuskBreaker means joining a select squad of 10,000 recruits who spend their days exploring a mysterious alien spaceship filled with friends, foes, and otherworldly technology. You will be part of a community that directly influences the development of upcoming interactive media and gaming experiences within the DuskBreakers universe. Each of you will play an important role in building out this world. You break it, you take it! 

Visit [DuskBreakers](https://duskbreakers.gg) to learn more.",500,750,0x8c17ecbfc78433ed1603b38eadb1dd4170715a97,2.4152,3.375362319,13,0.185784615,9.481199,-0.687202183,43,0.220493,136.991249,-0.633151575,560,0.24462723,2623.328399,10941,10000,10000,2877,0.239770441,2204.93,0.189,duskbreakers,"2022-03-06, 09:57:02",2021-12-04T00:07:00.039452,"Being a DuskBreaker means joining a select squad of 10,000 recruits who spend their days exploring a mysterious alien spaceship filled with friends, foes, and otherworldly technology. You will be part of a community that directly influences the development of upcoming interactive media and gaming experiences within the DuskBreakers universe. Each of you will play an important role in building out this world. You break it, you take it! 

Visit [DuskBreakers](https://duskbreakers.gg) to learn more.",contain,approved,DuskBreakers,0,1,1,1,1,http://duskbreakers.gg
0xafe2c381c385cbbcbb570d8b39b36449be6b35c4,non-fungible,2022-03-05T11:13:46.609791,larva mfers,3,268116973,ERC721,LARMF,0,"One day everything changed when NFT Crypto Dave (the world���������s greatest artist) combined his love for larva lads with his love for mfers. Next thing you know��������� delivery room. Boom! Larva Mfers





<p> Official Site: https://www.larvamfers.art/ </p>

<p> Blog Post: https://tinyurl.com/2p9xvn37 </p>

<p> Twitter: https://twitter.com/Larva",0,250,,0.65203,0,148,0.004405608,0.65203,0,148,0.004405608,0.65203,0,148,0.004405608,0.65203,148,5864,5864,487,0.004405608,25.83448595,0.0039,larvamfers,"2022-03-06, 09:57:03",2022-03-05T12:01:47.130926,"One day everything changed when NFT Crypto Dave (the world���������s greatest artist) combined his love for larva lads with his love for mfers. Next thing you know��������� delivery room. Boom! Larva Mfers





<p> Official Site: https://www.larvamfers.art/ </p>

<p> Blog Post: https://tinyurl.com/2p9xvn37 </p>

<p> Twitter: https://twitter.com/Larva",cover,not_requested,larva mfers,0,0,0,0,1,https://www.larvamfers.art/
0x21bf3da0cf0f28da27169239102e26d3d46956e5,non-fungible,2021-11-12T05:25:16.438461,Monaco Planet,3,127482011,ERC721,MONA,0,"Monaco Planet, the next-generation SocialFi platform, issues 10,000 Yacht NFTs at Monaconft.io.  

Unlike other avatar-based NFTs, Yacht NFTs are the first NFTs supported and empowered by a crypto native platform.  

For genesis users of Monaco SocialFi platform, NFT holders will be the initial beneficiaries of 'content-mining'. 

Monaco Planet functions as a true DAO, governed and owned by the community. 
 
Life is full of challenges but, for the citizens of the Planet Monaco metaverse, life is like a dream with your own private yacht to sail off into the sunset.",450,700,0xda5cee94ee626e046a9f871add3ec24ea75d14a6,0.5448,0.396923077,7,0.077828571,5.5072,-0.439849873,64,0.08605,33.20165,-0.312693709,405,0.081979383,2494.234999,12905,9999,9999,4933,0.193276637,860.41395,0.0869,monacoplanetyacht,"2022-03-06, 09:57:03",2021-11-12T05:28:27.931606,"Monaco Planet, the next-generation SocialFi platform, issues 10,000 Yacht NFTs at Monaconft.io.  

Unlike other avatar-based NFTs, Yacht NFTs are the first NFTs supported and empowered by a crypto native platform.  

For genesis users of Monaco SocialFi platform, NFT holders will be the initial beneficiaries of 'content-mining'. 

Monaco Planet functions as a true DAO, governed and owned by the community. 
 
Life is full of challenges but, for the citizens of the Planet Monaco metaverse, life is like a dream with your own private yacht to sail off into the sunset.",contain,approved,Monaco Planet Yacht,1,1,1,1,0,https://monaconft.io/
0x950b9476a4de757bb134483029ac4ec17e739e3a,non-fungible,2021-10-02T17:51:08.189015,Gutter Birds,3,245855060,ERC721,GBIRD,0,"Welcome to the Gutter. The Gutter Pigeons are a collection of 3,000 randomly generated NFTs on the Ethereum blockchain that double as membership tokens into the Gutter Cat Gang. Gutter Pigeons represent GCG���������s base level of membership, unlocking varying and unique levels of community led access and perks.

[Website](https://guttercatgang.com/)

**Collections**

[Gutter Cats](https://opensea.io/collection/guttercatgang)

[Gutter Dogs](https://opensea.io/collection/gutterdogs)

[Gutter Rats](https://opensea.io/collection/gutterrats)


**Merch**

[Gutter Merch 1.0](https://opensea.io/collection/gutter-merch)

[Gutter Merch 2.0](https://opensea.io/collection/gutter-merch-2)

[Redeem Merch](https://redeem.guttercatgang.",500,750,0xffa4daeaaefedb15c7fe8b4b8725708df9600d11,55.4662,3.718519779,37,1.499086486,125.92089,1.990726841,88,1.430919205,255.8850092,-0.577696266,182,1.405961589,2833.051021,2490,2911,2911,1917,1.137771494,4165.405804,1.5,gutterpigeons,"2022-03-06, 09:57:04",2021-10-02T18:38:07.797314,"Welcome to the Gutter. The Gutter Pigeons are a collection of 3,000 randomly generated NFTs on the Ethereum blockchain that double as membership tokens into the Gutter Cat Gang. Gutter Pigeons represent GCG���������s base level of membership, unlocking varying and unique levels of community led access and perks.

[Website](https://guttercatgang.com/)

**Collections**

[Gutter Cats](https://opensea.io/collection/guttercatgang)

[Gutter Dogs](https://opensea.io/collection/gutterdogs)

[Gutter Rats](https://opensea.io/collection/gutterrats)


**Merch**

[Gutter Merch 1.0](https://opensea.io/collection/gutter-merch)

[Gutter Merch 2.0](https://opensea.io/collection/gutter-merch-2)

[Redeem Merch](https://redeem.guttercatgang.",contain,verified,Gutter Pigeons,0,1,1,1,0,https://guttercatgang.com/
0xe8b7c2f05f50f54c473a13b811e3b9f243357929,non-fungible,2022-02-20T11:15:46.929921,Lady Doodles,3,258741553,ERC721,LDDL,0,,500,750,0xe81cde8c7b00d5998d0f5114a2bb5c1fa60a4448,0.0709,5.564814815,2,0.03545,1.767125679,3.877116659,297,0.005949918,2.129455679,0,337,0.00631886,2.129455679,337,6666,6666,893,0.00631886,39.66215413,0.0009,ladydoodles,"2022-03-06, 09:57:04",2022-02-20T11:30:20.453985,,contain,not_requested,LadyDoodles,0,0,0,0,0,https://ladydoodles.xyz/
0xe2609354791bf57e54b3f7f9a26b2dacbed61da1,non-fungible,2021-12-13T00:29:58.996315,HPPRs,3,171537151,ERC721,HPPRS,0,"HPPRS is a 8000 piece generative collection by @shakkablood. The HPPRS are an infamous gang of rabbits who participate in mischievous and heinous activities. Each HPPR is completely unique, masking their identity in various forms/combinations.

[Hoppers Website](https://hoppersnft.xyz/)

[HPPRS Hall Pass](https://opensea.io/collection/hppr-hall-passes)

[HPPRS Gift Shop (Airdrops)](https://opensea.io/collection/hpprs-gift-shop)

[HPPRS Crypt (1/1s)](https://opensea.io/collection/hppr-crypt)",1000,1250,0xb3b3c662b547ebc3cde4c481d9fb63f03a8d90eb,1.2189,-0.333205689,10,0.12189,11.9911,-0.332045415,84,0.14275119,121.0255378,-0.52747152,754,0.160511323,398.6723045,2315,7365,7365,2921,0.172212659,1051.362518,0.093,hpprs-collection,"2022-03-06, 09:57:05",2021-12-28T01:15:47.664771,"HPPRS is a 8000 piece generative collection by @shakkablood. The HPPRS are an infamous gang of rabbits who participate in mischievous and heinous activities. Each HPPR is completely unique, masking their identity in various forms/combinations.

[Hoppers Website](https://hoppersnft.xyz/)

[HPPRS Hall Pass](https://opensea.io/collection/hppr-hall-passes)

[HPPRS Gift Shop (Airdrops)](https://opensea.io/collection/hpprs-gift-shop)

[HPPRS Crypt (1/1s)](https://opensea.io/collection/hppr-crypt)",contain,approved,HPPRS Collection,0,0,0,1,0,https://hoppersnft.xyz
0x960b7a6bcd451c9968473f7bbfd9be826efd549a,non-fungible,2021-09-11T22:43:41.176463,OnChainMonkey,3,54380779,ERC721,OCMONK,0,"The first 100% ON CHAIN pfp collection created in one transaction. This project is by Danny Yang, Amanda Terry, Bill Tai, and the Metagood team. Ownership allows membership in the community and the DAO. For the OCM Dessert Collection, head here: https://opensea.io/collection/ocm-dessert",1000,1250,0xf0312ba444eb6c152f6d32dda4c14119b0c2d28f,23.46691643,-0.084932095,9,2.607435159,214.3189164,-0.78171263,74,2.896201573,2267.967565,-0.154219511,704,3.221544837,8878.379227,16657,9500,9500,3000,0.533011901,27513.91495,1.94,onchainmonkey,"2022-03-06, 09:57:05",2021-09-11T22:46:46.944520,"The first 100% ON CHAIN pfp collection created in one transaction. This project is by Danny Yang, Amanda Terry, Bill Tai, and the Metagood team. Ownership allows membership in the community and the DAO. For the OCM Dessert Collection, head here: https://opensea.io/collection/ocm-dessert",contain,verified,OnChainMonkey,0,1,0,1,1,https://onchainmonkey.com/
0xc01add93d045ab83023c487302710af8b43dbdeb,non-fungible,2022-03-04T19:05:22.854174,Little Fellas,3,267705158,ERC721,LILFELLAS,0,"Little Fellas is a community driven collection featuring 2000 adorable lil fellas roaming around the Ethereum blockchain. Assembled from over 300 hand drawn traits, each Little Fella is a 1 of 1 collectible that's designed to bring a smile to your dial. Visit [littlefellas.io](https://www.littlefellas.io/) for more details.",600,850,0x59bb60d66a48a75b247b2c64f7d3929a6617c0c8,0.0066,-0.547945205,3,0.0022,0.0212,0,7,0.003028571,0.0212,0,7,0.003028571,0.0212,7,2000,2000,230,0.003028571,6.057142857,0.00079,the-little-fellas,"2022-03-06, 09:57:06",2022-03-05T00:36:16.677916,"Little Fellas is a community driven collection featuring 2000 adorable lil fellas roaming around the Ethereum blockchain. Assembled from over 300 hand drawn traits, each Little Fella is a 1 of 1 collectible that's designed to bring a smile to your dial. Visit [littlefellas.io](https://www.littlefellas.io/) for more details.",contain,not_requested,The Little Fellas,0,0,0,0,0,https://www.littlefellas.io/
0xe7acedec9b330c27aa1c103f473eba6401c9f7bd,non-fungible,2022-02-23T09:29:26.135357,Funky Salamanders,3,261024196,ERC721,FunkySalamanders,0,"The Funky Salamanders is an NFT brand housed on the ETH blockchain. Our metaworld consists of 2500 NFTs.
You think your Salamanders would make good parents? Hold two Salamanders in your wallet and burn 300 $SALAMANDERS to create a salamander egg.",1000,1250,0x5c640a75c0d33ddca5f5474fef0fa97bcdeb9b9d,4.8029,-0.683256859,182,0.02638956,20.49401952,0,924,0.022179675,20.49401952,0,924,0.022179675,20.49401952,924,2501,2501,730,0.022179675,55.47136669,0.01,funky-salamanders,"2022-03-06, 09:57:06",2022-02-23T11:12:21.159979,"The Funky Salamanders is an NFT brand housed on the ETH blockchain. Our metaworld consists of 2500 NFTs.
You think your Salamanders would make good parents? Hold two Salamanders in your wallet and burn 300 $SALAMANDERS to create a salamander egg.",cover,not_requested,Funky Salamanders,0,0,0,1,0,https://funkysalamandersnft.io/
